user_name,created at,favorite_count,text,id,in_reply_to,is_reply,lang,view_count,retweet_count
ray2401,Mon Aug 12 13:07:17 +0000 2024,0,@ingnl Nou ja na 1 uur was t antwoord dat het doorgezet is naar een andere afdeling en dat t 3 dagen kan duren. Haha. Maar vooral het in de wacht staan zonder tussen door even een we zijn nog bezig we zijn je niet vergeten zou fijn zijn geweest haha,1822983194863435959,1822969648637182077,True,nl,96,0
geldmaat,Mon Aug 12 11:46:28 +0000 2024,0,@CryptoVertex @ABNAMRO @ingnl @SNSBank @Rabobank @CryptoVertex @ABNAMRO @ingnl @SNSBank @Rabobank Ik zie het. Staat nu inderdaad buiten gebruik. Monteur is er mee bezig. Zie trouwens wel dat de meeste storingen veroorzaakt worden door kapotte biljetten en elastiekjes die (mee) gestort worden. ^RW,1822962856389661174,1822958306752712749,True,nl,43,0
turbomeisje,Mon Aug 12 11:45:26 +0000 2024,0,Boycot @ingnl @Rabobank @ABNAMRO @devolksbank,1822962593830449382,,False,en,43,0
geldmaat,Mon Aug 12 11:44:48 +0000 2024,0,@CryptoVertex @ingnl @ABNAMRO @SNSBank @Rabobank @CryptoVertex @ingnl @ABNAMRO @SNSBank @Rabobank Hi. Om welke locatie gaat dit? Dan kijk ik het voor je na. ^RW,1822962438049763600,1822285851059003683,True,nl,48,0
drkulk,Mon Aug 12 11:38:04 +0000 2024,0,@ingnl Snap ik. Alleen even geen idee meer van de inlog zo lang geleden!  En opnieuw aanvragen wordt lastig in buitenland!,1822960742863139089,1822960011905012052,True,nl,91,0
ray2401,Mon Aug 12 11:37:27 +0000 2024,0,@ingnl Als je on hold gezet word kan het dan gewoon langer dan een half uur duren? (ik wil best wachten maar zou fijn zijn als er dan tussen door nog wel even iets gezegd word van we zijn bezig hoor). Wil niet ophangen en weer opnieuw beginnen.,1822960588315623450,,False,nl,112,0
ABNAMRO,Mon Aug 12 11:36:05 +0000 2024,0,"@CryptoVertex @geldmaat @ingnl @SNSBank @Rabobank @CryptoVertex Bedankt voor het doorgeven, ik heb er melding van gemaakt bij Geldmaat#hopelijkbeterschap. ^Herma",1822960243262795864,1822958306752712749,True,nl,43,0
drkulk,Mon Aug 12 11:33:15 +0000 2024,0,@ingnl Krijg nu onderstaande melding in app. Dus kom niet op mijn inlogpagina die ik altijd heb. https://t.co/Z7jb4thgHb,1822959528352039410,1822951334221336729,True,nl,55,0
CryptoVertex,Mon Aug 12 11:28:23 +0000 2024,0,"@ABNAMRO @geldmaat @ingnl @SNSBank @Rabobank Hoi Bas, zie foto. https://t.co/0y9AYCf9vX",1822958306752712749,1822287531221684454,True,nl,69,0
RickGorter62,Mon Aug 12 10:25:21 +0000 2024,2,"@MahirAlkaya Terug naar het pasje dus, niks google-wallet. Thanks @ingnl",1822942440715608215,1822905497344692353,True,nl,60,0
drkulk,Mon Aug 12 10:19:53 +0000 2024,0,@ingnl kan het kloppen dat er een storing is in de app? Kan niet meer inloggen!,1822941064514199944,,False,nl,103,0
kreefteric,Mon Aug 12 09:01:46 +0000 2024,0,@reintjanauwema @ASMLcompany @Rabobank @Shell @ABNAMRO @ingnl @Heineken Eensch!,1822921408025866643,1822914769491308878,True,nl,59,0
sandervh1998,Mon Aug 12 09:00:45 +0000 2024,0,@NaomiSmit88 @nieuwsalert_nl Totaal geen problemen mee. Ik kan nog tot 2 september blijven betalen in ING app. Hoop dat @ingnl voor die tijd wel eens rond heeft dat er betaald kan worden via Android Horloges...,1822921150847979791,1822589734419357821,True,nl,25,0
reintjanauwema,Mon Aug 12 08:35:23 +0000 2024,3,"Voor bedrijven als @ASMLcompany, @Rabobank, @Shell, @ABNAMRO, @ingnl en @Heineken ligt hier toch een geweldige kans? Met een fractie van hun miljardenwinsten kunnen ze bijdragen aan ons topsportklimaat en een vleugje verbinding in NL. https://t.co/HGA8BLyh8E",1822914769491308878,,False,nl,721,2
RaijmondLeon,Sun Aug 11 20:38:37 +0000 2024,0,@RobJetten Veel sportclubs kapot aan JOUW torenhoge energieBELASTINGEN he. Totaal support circa 50 miljoen aan @TeamNLtweets door oude regeringsmeuk van jou. Nou dat kunnen @Heineken @ASMLcompany @ingnl @nn_nederland @asr makkelijk dokken hoor. Zij varen ook goed op Holland promotie.,1822734389073043625,1822580278608445791,True,nl,16,0
CryptoVertex,Sun Aug 11 18:14:50 +0000 2024,0,@JohnCryptomania @geldmaat @ingnl @ABNAMRO @SNSBank @Rabobank Haha 🤣,1822698202719830238,1822300938272452716,True,tl,40,0
Funnyguy_1969,Sun Aug 11 11:53:49 +0000 2024,0,@ingnl hoe wordt de privacy gewaarborgd als men via Google Pay moet gaan betalen? Ook speelt dit scammers/phishing prachtig in de kaart. Veel mensen willen dit niet en dit gaat jullie zeker klanten kosten.,1822602316354101389,,False,nl,84,0
jba_nft,Sun Aug 11 09:17:30 +0000 2024,0,@ingnl jullie moeten die iphonesletjes ontslaan en mensen aannemen die normaal kunnen nadenken. @GooglePay zuigt aan alle kanten en is volstrekt onnodig. Gaat prima zonder die heikneuters van Google. #succes 👋🖕,1822562978450874388,,False,nl,17,0
jba_nft,Sun Aug 11 09:11:05 +0000 2024,0,"@ingnl chat gesloten op zondag? Waar is de 24/7 service gbleven? Ojaaa, goedkope spuitjoden uit Israel die verkrachtingen goedpraten. Logisch. Jullie zijn het fysieke bewijs dat we beter af zijn zonder joodse kapitalistische psychopaten 🖕",1822561363073368315,,False,nl,6,0
jba_nft,Sun Aug 11 09:07:55 +0000 2024,0,"@ingnl bedankt dat jullie mij verplichten gebruik te maken van google pay. Ging al die jaren gewoon prima zonder google troep, dus waarom nu ineens dit BS door mn strot douwen? Wat denk je wel niet dat je bent? #volkspauperij 🖕",1822560568269574330,,False,nl,12,0
W_0_0_F_Y,Sun Aug 11 08:58:25 +0000 2024,0,"@ingnl beleggingsrekening via mobiel app, browser, normaal internet bankieren app, werkt niet, niet inzichtbaar of zeer traag waar de helft van de info mist. (Watchlist leeg bijvoorbeeld)  Storing?",1822558176660558188,,False,nl,93,0
ottodeggeller,Sat Aug 10 18:45:08 +0000 2024,0,elimineren @ingnl 🤔. Veto! ❎,1822343442275373335,,False,es,14,0
MihriSin,Sat Aug 10 17:15:22 +0000 2024,1,@CryptoVertex @geldmaat @ingnl @ABNAMRO @SNSBank @Rabobank Ja @geldmaat  is echt een kut instantie. Gisteren twee maal diverse errors gehad,1822320850529349800,1822285851059003683,True,nl,36,0
PeterVanHaerlem,Sat Aug 10 16:52:54 +0000 2024,1,@ADnl Hoeveel verdient @ingnl daar aan? En hoeveel daarvan wordt aan hun klanten betaald?  Of hebben ze weer een manier gevonden om hun klanten te bestelen?,1822315196162912368,1822262744294322539,True,nl,114,0
JohnCryptomania,Sat Aug 10 15:56:15 +0000 2024,0,@CryptoVertex @geldmaat @ingnl @ABNAMRO @SNSBank @Rabobank Het zit niet echt mee de laatste tijd🤪,1822300938272452716,1822285851059003683,True,nl,41,0
ABNAMRO,Sat Aug 10 15:30:29 +0000 2024,0,"@CryptoVertex @geldmaat @ingnl @SNSBank @Rabobank @CryptoVertex Ja, snap ik. We horen het graag. Alsnog een goed weekend gewenst. ^Bas",1822294454604009912,1822294170335158547,True,nl,53,0
CryptoVertex,Sat Aug 10 15:29:21 +0000 2024,0,"@ABNAMRO @geldmaat @ingnl @SNSBank @Rabobank Hoi Bas, laat ik jou aankomende   week weten. Mensen beginnen echt geirriteerd te raken. Dank alvast!",1822294170335158547,1822287531221684454,True,nl,62,0
Knollebollie,Sat Aug 10 15:25:06 +0000 2024,0,"@ingnl Een link naar de homepagina, right ....",1822293102217801936,1052140155648266240,True,nl,12,0
naokyneko,Sat Aug 10 15:03:59 +0000 2024,0,"@ingnl Hoi. For instance, I opened the ING app- services-access and confirmation-User name mijnING. It transfers to web (mijn ING nl) but ended up like this (timeout maybe?) https://t.co/qnJ4a9Amdy",1822287786344382563,1822279872820961762,True,en,75,0
ABNAMRO,Sat Aug 10 15:02:58 +0000 2024,0,"@CryptoVertex @geldmaat @ingnl @SNSBank @Rabobank @CryptoVertex Aii, dat is balen! Om welke automaat gaat het precies? Graag het nummer van de automaat, dan maak ik hier melding van. ^Bas",1822287531221684454,1822285851059003683,True,nl,63,0
CryptoVertex,Sat Aug 10 14:56:17 +0000 2024,0,En het is weer zo ver! Tering bedrijf @geldmaat 🤬🤬  Echte man FIX JE SHIT!!   4e keer al dat als ik geld wil storten die kut automaat buitenbereik is!!!  @ingnl @ABNAMRO @SNSBank @Rabobank https://t.co/SdlGg1kTw2,1822285851059003683,,False,nl,257,0
robinss81,Sat Aug 10 14:33:54 +0000 2024,1,"Wel grappig bepaalde bedrijven zoals Horeca krijgen brieven van de ING ikv KYC, het totaal van contante inkomsten is wat hoog, zonder duiding, wat is hoog.... Goh horeca, daar wordt nog contant betaald... ING heeft blijkbaar geen kennis van de markt... @ingnl",1822280216963674220,,False,nl,8,0
dutchie761,Sat Aug 10 14:33:47 +0000 2024,0,@ingnl https://t.co/zuEGD7SpBR,1822280187976839421,1812775725357044079,True,qme,8,0
naokyneko,Sat Aug 10 14:28:00 +0000 2024,0,I experienced the issue of login mijn ING services both particulier and zakelijk. @ingnl any known issues ATM ?,1822278731613847760,,False,en,157,0
Soesah,Sat Aug 10 12:14:05 +0000 2024,0,"Wij doen sowieso niet aan afrekenen met mobieltje noch mobiel bankieren.Doen wel a internetbankieren maar geven,meestal, voorkeur a cash; aan #Googlepay beginnen we al helemaal niet @2eKamertweets @hansovereem @ingnl @hermanstu @ADnl @Rabobank #stefaandecraene @NederlandseBank",1822245032021135550,,False,nl,29,0
OvernameExpert,Sat Aug 10 10:22:11 +0000 2024,0,@ingnl @Lautje81 Is er nog steeds een storing?,1822216867978588558,1822196938445390020,True,nl,93,0
knipknips,Sat Aug 10 10:09:47 +0000 2024,0,@mariohoogndoorn @ingnl @Consumentenbond Moet je zeker een andere service afnemen...Extra verdienmodel van de bank!,1822213749865959737,1822151185865806326,True,nl,10,0
NatheAli,Sat Aug 10 09:17:26 +0000 2024,0,"@ingnl vertrouwt zijn bestaande klanten niet en blokkeert gewoon zakelijke rekeningen. Het is niet dat de klanten het niet moeilijk hebben in huidige economie , maar nu wordt het ze onmogelijk gemaakt om nog inkopen te doen of leveranciers te betalen. #downthedrain",1822200574877581319,,False,nl,7,0
Lautje81,Sat Aug 10 08:31:47 +0000 2024,0,@ingnl Er staat dat er aan gewerkt wordt dat ik de rekening snel weer kan zien. Maar ik wil je tip zeker even proberen,1822189086662127712,1822177515974148349,True,nl,63,0
Noommmio,Sat Aug 10 08:05:07 +0000 2024,0,"@ingnl  Worden jn september de bankkosten verlaagd? Jullie bieden dan namelijk geen mobiel betalen meer. Minder service, dus minder kosten toch??? Belachelijk dat jullie verwijzen naar Google.",1822182377633747209,,False,nl,77,0
Mandy_it_is,Sat Aug 10 07:54:20 +0000 2024,0,@ingnl Ja nu werkt alles maar om 07:13 niet. En nee het ligt niet aan mijn toestel.,1822179660932772025,1822176048189993335,True,nl,56,0
inversiesocial,Sat Aug 10 07:03:30 +0000 2024,2,@AstridWede @parool @ingnl @DNB_NL Dus nu luisteren ze wel naar klanten of alleen naar de “zelfredzame” klanten.  https://t.co/6llTn21j0a,1822166868561449061,1822150714040131718,True,nl,57,1
U_R_S_T_U_P_I_D,Sat Aug 10 06:19:35 +0000 2024,0,@ingnl   Wanneer worden we eens gecompenseerd? Het gebeurd te vaak dat er wat aan de hand is. https://t.co/cRJwyq4lB6,1822155816515805416,,False,nl,48,0
Lautje81,Sat Aug 10 06:06:35 +0000 2024,0,@ingnl hoe lang duurt het nog voordat ik weer bij mijn spaarrekening kan. Heb er wat van nodig en kan er nu niet bij. #lastig #storing,1822152547420774597,,False,nl,111,0
mariohoogndoorn,Sat Aug 10 06:01:11 +0000 2024,0,"Weer heel vervelend: je kan niet over al je rekeningen bij @ingnl beschikken, eventueel rood staan kan niet worden aangevuld vanuit de spaarrekeningen…. Extra inkomsten voor #ING🧐  @Consumentenbond https://t.co/HxwCcqS6ny",1822151185865806326,,False,nl,42,0
AstridWede,Sat Aug 10 05:59:18 +0000 2024,2,"@parool ‘… de klanten vragen erom…’ @ingnl kan dit wel zeggen, maar kunnen ze dit ook onderbouwen? En daarbij, wat is voor de #ING de drempel: 2 klanten, 2000 of meer? Of wordt dit (meerdere keren) gebruikt als gelegenheidsargument? En wat vindt de @DNB_NL hiervan?",1822150714040131718,1822147724763963692,True,nl,100,0
brasem5,Sat Aug 10 05:30:33 +0000 2024,0,@ingnl hoelang gaat de storing duren van de spaarrekening #waardeloos en maar de prijzen verhogen,1822143477641040106,,False,nl,45,0
Mandy_it_is,Sat Aug 10 05:14:51 +0000 2024,0,@ingnl   Serieus weer een storing?? https://t.co/fcgYEAZnln,1822139524891218058,,False,nl,60,0
necsuss,Fri Aug 09 22:31:02 +0000 2024,0,@ingnl this fucking bank wants that we share all our payments with google. Is this normal? I am moving to another bank. Everyone should do the same,1822037902479487126,,False,en,48,0
MarjaRaams,Fri Aug 09 20:47:05 +0000 2024,0,"@ingnl Beste Dominique,   Dank je wel. Zijn rekening is net eindelijk geblokkeerd. Hij kan vannacht eindelijk wat rustiger slapen.  Groetjes Marja",1822011741166796845,1821980619410173968,True,nl,52,0
jannybloemendal,Fri Aug 09 18:48:04 +0000 2024,0,@ingnl Oh ik heb nu dus het hele verhaal in dm gestuurd en krijg dan de mededeling wij kunnen u bericht hier niet beantwoorden 🙈,1821981793257762924,1821979042402173159,True,nl,84,0
MarjaRaams,Fri Aug 09 18:42:02 +0000 2024,0,"@ingnl Beste Dominique, heb een dm gestuurd. Hoop dat hij snel wat hoort want dit is waanzinnig. Bij mij komt de stoom bijna uit mijn oren, mijn client zit er helemaal doorheen.",1821980275049386198,1821978176785883207,True,nl,67,0
jannybloemendal,Fri Aug 09 18:35:14 +0000 2024,0,@ingnl Zal ik dat even in DM doen ?,1821978561345171925,1821978384785686896,True,nl,48,0
MarjaRaams,Fri Aug 09 18:21:28 +0000 2024,0,"@ingnl Bank neemt hem niet serieus.  Afschrijvingen vd oplichter gaan door. Zelfs rekening blokkeren lukt niet. Ze sturen hem nu, in de avond naar het kantoor. ( alles is dicht)",1821975096262848990,1821973449839144984,True,nl,44,0
jannybloemendal,Fri Aug 09 18:15:02 +0000 2024,1,"@ingnl goeden(nou ja)avond, zojuist een gesprek gehad met een van jullie medewerksters van de fraude helpdesk dat uitermate teleurstellend is verlopen. De beste mevrouw had totaal geen kennis van zaken, gaf geen enkele oplossing aan dan het invullen van een geld terug form. ?",1821973477928399000,,False,nl,116,0
MarjaRaams,Fri Aug 09 18:14:55 +0000 2024,0,@ingnl ING blijft steeds contact opnemen met de oplichter en niet met rekeningeigenaar.,1821973449839144984,1821973040949031197,True,nl,23,0
MarjaRaams,Fri Aug 09 18:13:18 +0000 2024,0,"@ingnl Beste Dominique,  Zijn we nu al uur mee bezig maar komen er niet uit. Oplichter heeft weer toegang tot zijn rekening, echte eigenaar kan nergens meer bij. Hij kan al maanden niet bij zijn eigen rekening .",1821973040949031197,1821971056422191488,True,nl,23,0
MarjaRaams,Fri Aug 09 17:54:03 +0000 2024,0,"@ingnl  Beste ING,  Hoe moet iemand een rekening blokkeren na diefstal &amp; fraude? Mijn client kan al maanden niet bij zijn rekening. Waarom blijft jullie bank met oplichters contact opnemen?",1821968197631013177,,False,nl,51,0
mopsyflopsy,Fri Aug 09 14:41:51 +0000 2024,0,"@ingnl Geen reactie, ING?",1821919827457437900,1821532096285851917,True,nl,51,0
BasTDBN,Fri Aug 09 13:50:15 +0000 2024,3,@MetalBlockchain @Rabobank @ingnl @ABNAMRO @knab_nl @bunq,1821906842668146722,1821900798101491793,True,qam,141,0
mirellastrangio,Fri Aug 09 12:57:56 +0000 2024,0,@ingnl Is er momenteel een storing? Zowel ING app als internetpagina (https://t.co/wqoMhxrsEM) zijn niet beschikbaar…,1821893677582545155,,False,nl,68,0
Fijnweer,Fri Aug 09 12:09:40 +0000 2024,0,Graag een oplossing! Herhaald verzoek! @ingnl @Kifid_Den_Haag @AutoriteitFM @Consumentenbond @AutoriteitCM,1821881530769096726,,False,nl,30,0
nepjente,Fri Aug 09 10:24:10 +0000 2024,0,xoxo @ingnl,1821854982292885872,1821574768790999474,True,en,112,0
LennSmit,Fri Aug 09 10:08:57 +0000 2024,0,HA @ingnl ik heb een pas gevonden.. en nee die ga ik niet opsturen of wat dan ook. Ik kan via PB het pasnummer doorgeven en dan kijken jullie maar 😃,1821851149839855846,,False,nl,74,0
kramer_gea,Fri Aug 09 10:06:10 +0000 2024,0,@ingnl Is dit echt dan?,1821850450024452601,1821848576613388347,True,nl,59,0
jawst97,Fri Aug 09 08:19:35 +0000 2024,0,"@ingnl Zeker, maar het probleem zit er nu alléén in dat de app niet gelooft dat ík m'n rijbewijs heb gescand ipv iemand anders, niet in het rijbewijs zelf 😌 Ik ga het proberen en dat lukt vast wel, maar ik ga geen moeilijke afspraak maken om het fysiek te komen doen🫠",1821823628914110794,1821822073682931903,True,nl,57,0
jawst97,Fri Aug 09 07:59:42 +0000 2024,0,"@ingnl Ik kan idd ook m'n paspoort eens opgraven maar ik zie alweer aankomen hoe dit gaat, het zal weer niet lukken en uiteindelijk zit ík met de shit. Waar is dit ineens voor nodig? Jullie kennen me sinds ik 7 ben ofzo😅",1821818623620509971,1821818129195913227,True,nl,43,0
Joceansss,Fri Aug 09 07:51:33 +0000 2024,0,problemen met mijn ING rekening &amp; ik moet steeds maar met een robot praten die mij niet eens het juiste advies kan geven 🧡 @ingnl jullie klantenservice is echt meer dan ruk,1821816572949708808,,False,nl,110,0
jawst97,Fri Aug 09 07:40:04 +0000 2024,0,@ingnl ?,1821813683279819210,1820375533231743183,True,qam,35,0
TwggyTV,Fri Aug 09 06:36:36 +0000 2024,0,@ingnl Ja het is gelukkig opgelost bedankt voor het antwoorden!,1821797710493634686,1821789875491790965,True,nl,44,0
BergVincentvd,Fri Aug 09 06:02:31 +0000 2024,2,@bitreet @ingnl Ja weet ik. Maar dat vergeet ik nu even.😉,1821789132932186599,1821775157138006405,True,nl,361,0
